arm,case_id,source_library,target_library,recorded_status,returncode,timed_out,first_passing_cycle,saved_cycles,saved_assessments
docs_enabled,giuliorossetti@ash__1106b609__matplotlib__seaborn,matplotlib,seaborn,success,0,False,1,1,1
docs_enabled,giuliorossetti@ash__1106b609__seaborn__altair,seaborn,altair,success,0,False,2,2,2
docs_enabled,giuliorossetti@ash__1106b609__seaborn__plotly,seaborn,plotly,success,0,False,2,2,2
docs_enabled,giuliorossetti@cdlib__c7e09398__seaborn__plotly,seaborn,plotly,success,0,False,1,1,1
docs_enabled,glassonion1@anonypy__2a172285__matplotlib__plotly,matplotlib,plotly,success,0,False,1,1,1
docs_enabled,glassonion1@anonypy__2a172285__matplotlib__seaborn,matplotlib,seaborn,success,0,False,1,1,1
docs_enabled,growthbook@growthbook-python__699fba51__urllib3__requests,urllib3,requests,failed,0,False,,21,21
docs_enabled,gugarosa@opytimizer__e050d12f__matplotlib__altair,matplotlib,altair,success,0,False,4,4,4
docs_enabled,gugarosa@opytimizer__e050d12f__tqdm__alive-progress,tqdm,alive-progress,success,0,False,1,1,1
docs_enabled,heavenshell@py-doq__75acafb9__toml__tomli,toml,tomli,success,0,False,1,1,1
docs_enabled,hwonyo@naver_talk_sdk__bf64ca59__requests__requests_futures,requests,requests_futures,success,0,False,1,1,1
docs_enabled,icon-project@icon-sdk-python__50c75a50__requests__httpx,requests,httpx,success,0,False,3,3,3
docs_enabled,icon-project@icon-sdk-python__50c75a50__requests__treq,requests,treq,failed,0,False,,21,21
docs_enabled,infomaniak@certbot-dns-infomaniak__33519931__requests__requests_futures,requests,requests_futures,success,0,False,2,2,2
docs_enabled,internetarchive@openlibrary-client__7e45d512__jsonschema__cerberus,jsonschema,cerberus,failed,0,False,,21,21
docs_enabled,internetarchive@openlibrary-client__7e45d512__requests__aiohttp,requests,aiohttp,success,0,False,19,19,19
docs_enabled,invinet@python-en16931__5e3a4a6c__requests__pycurl,requests,pycurl,success,0,False,1,1,1
docs_enabled,ioggstream@draft-polli-restapi-ld-keywords__f2cb1952__jsonschema__cerberus,jsonschema,cerberus,success,0,False,1,1,1
docs_enabled,julian@venvs__71ef4365__attrs__cattrs,attrs,cattrs,success,0,False,2,2,2
docs_enabled,julian@venvs__71ef4365__tqdm__progressbar2,tqdm,progressbar2,success,0,False,4,4,4
docs_enabled,junah201@atcoder-readme-stats__c41ed032__beautifulsoup4__pyquery,beautifulsoup4,pyquery,success,0,False,2,2,2
docs_enabled,junah201@atcoder-readme-stats__c41ed032__requests__requests_futures,requests,requests_futures,success,0,False,1,1,1
docs_enabled,k1m0ch1@bibit__9ae395ed__urllib3__httpx,urllib3,httpx,noop,0,False,,0,0
docs_enabled,kmjennison@dfp-prebid-setup__280eba17__colorama__termcolor,colorama,termcolor,success,0,False,1,1,1
docs_enabled,knovichikhin@pyemv__d7df75c3__cryptography__pycryptodome,cryptography,pycryptodome,failed,0,False,,21,21
docs_enabled,lipoja@urlextract__3dec042b__filelock__portalocker,filelock,portalocker,success,0,False,1,1,1
docs_enabled,lukasschwab@arxiv.py__a1180d0e__requests__urllib3,requests,urllib3,failed,0,False,,7,7
docs_enabled,martin-majlis@wikipedia-api__a58db566__requests__pycurl,requests,pycurl,success,0,False,2,2,2
docs_enabled,medialab@casanova__38b9a281__urllib3__aiohttp,urllib3,aiohttp,success,0,False,2,2,2
docs_enabled,microsoft@knack__b1164b57__pygments__rich,pygments,rich,success,0,False,1,1,1
docs_enabled,miguelgrinberg@microblog-api__e250d711__click__plac,click,plac,success,0,False,1,1,1
docs_enabled,miguelgrinberg@microblog-api__e250d711__click__typer,click,typer,success,0,False,1,1,1
docs_enabled,miguelgrinberg@microblog-api__e250d711__flask__bottle,flask,bottle,success,0,False,1,1,1
docs_enabled,miguelgrinberg@microblog-api__e250d711__flask__cherrypy,flask,cherrypy,success,0,False,1,1,1
docs_enabled,miguelgrinberg@microblog-api__e250d711__flask__fastapi,flask,fastapi,success,0,False,1,1,1
docs_enabled,miguelgrinberg@microblog-api__e250d711__flask__sanic,flask,sanic,success,0,False,2,2,2
docs_enabled,miguelgrinberg@microblog-api__e250d711__flask__tornado,flask,tornado,success,0,False,1,1,1
docs_enabled,miguelgrinberg@microblog-api__e250d711__python-dotenv__environs,python-dotenv,environs,failed,0,False,,21,21
docs_enabled,miguelgrinberg@microblog-api__e250d711__requests__treq,requests,treq,success,0,False,5,5,5
docs_enabled,mindsdb@mindsdb_sql__5a7cf55c__sqlalchemy__sqlobject,sqlalchemy,sqlobject,failed,0,False,,21,21
docs_enabled,mindsdb@mindsdb_sql__5a7cf55c__sqlalchemy__tortoise-orm,sqlalchemy,tortoise-orm,success,0,False,3,3,3
docs_enabled,natcap@taskgraph__3f256c6a__importlib-metadata__setuptools,importlib-metadata,setuptools,success,0,False,2,2,2
docs_enabled,omadson@fuzzy-c-means__c1195969__tqdm__alive-progress,tqdm,alive-progress,success,0,False,1,1,1
docs_enabled,opendilab@di-toolkit__8d728a42__seaborn__altair,seaborn,altair,success,0,False,1,1,1
docs_enabled,opendilab@di-toolkit__8d728a42__tqdm__alive-progress,tqdm,alive-progress,success,0,False,3,3,3
docs_enabled,opendilab@di-toolkit__8d728a42__tqdm__progressbar2,tqdm,progressbar2,success,0,False,5,5,5
docs_enabled,ornl@tx2__ce713605__matplotlib__altair,matplotlib,altair,success,0,False,1,1,1
docs_enabled,ozgurkara@fastapi-pydiator__7d70a90a__fastapi__sanic,fastapi,sanic,failed,2,False,,1,0
docs_enabled,pelagicore@qface__4a77e9aa__jinja2__mako,jinja2,mako,success,0,False,9,9,9
docs_enabled,pittcsc@pittapi__275fb928__beautifulsoup4__pyquery,beautifulsoup4,pyquery,success,0,False,6,6,6
docs_enabled,pittcsc@pittapi__275fb928__urllib3__httpx,urllib3,httpx,success,0,False,2,2,2
docs_enabled,pittcsc@pittapi__275fb928__urllib3__requests,urllib3,requests,success,0,False,1,1,1
docs_enabled,raphaelauv@fastapi-aiohttp-example__99c2d449__aiohttp__httpx,aiohttp,httpx,failed,0,False,,21,21
docs_enabled,raphaelauv@fastapi-aiohttp-example__99c2d449__fastapi__sanic,fastapi,sanic,success,0,False,5,5,5
docs_enabled,rjvitorino@gists-catalogue__86eed6de__urllib3__requests,urllib3,requests,noop,0,False,,0,0
docs_enabled,rochacbruno@dundie-rewards__e35d6be5__httpx__aiohttp,httpx,aiohttp,success,0,False,1,1,1
docs_enabled,rochacbruno@dundie-rewards__e35d6be5__httpx__requests,httpx,requests,success,0,False,1,1,1
docs_enabled,rochacbruno@dundie-rewards__e35d6be5__httpx__urllib3,httpx,urllib3,success,0,False,1,1,1
docs_enabled,seamile@jsonfmt__c6f6d17f__toml__tomli,toml,tomli,success,0,False,2,2,2
docs_enabled,securisec@chepy__15beb6d7__colorama__rich,colorama,rich,success,0,False,1,1,1
docs_enabled,smartystreets@smartystreets-python-sdk__af56ea7f__requests__aiohttp,requests,aiohttp,success,0,False,3,3,3
docs_enabled,spiketools@spiketools__3df1ec3a__matplotlib__altair,matplotlib,altair,success,0,False,5,5,5
docs_enabled,stefanschinkel@gantt__28be0938__matplotlib__seaborn,matplotlib,seaborn,success,0,False,1,1,1
docs_enabled,stephenhillier@starlette_exporter__05b9e18c__httpx__urllib3,httpx,urllib3,noop,0,False,,0,0
docs_enabled,suadelabs@rattr__e9fa5ef3__attrs__cattrs,attrs,cattrs,failed,2,False,,1,0
docs_enabled,treasure-data@td-client-python__099f9578__urllib3__aiohttp,urllib3,aiohttp,success,0,False,4,4,4
docs_enabled,uploadcare@migro__31199fb3__aiohttp__httpx,aiohttp,httpx,success,0,False,4,4,4
docs_enabled,usda-ars-ussl@fluxpart__248f0b59__attrs__cattrs,attrs,cattrs,success,0,False,2,2,2
docs_enabled,yihong0618@klingcreator__e567c6a1__requests__aiohttp,requests,aiohttp,success,0,False,6,6,6
docs_enabled,yihong0618@klingcreator__e567c6a1__requests__urllib3,requests,urllib3,failed,0,False,,21,21
docs_disabled,abinthomasonline@repopack-py__dc2b9243__chardet__cchardet,chardet,cchardet,failed,2,False,,1,0
docs_disabled,abinthomasonline@repopack-py__dc2b9243__chardet__charset-normalizer,chardet,charset-normalizer,success,0,False,1,1,1
docs_disabled,abinthomasonline@repopack-py__dc2b9243__colorama__rich,colorama,rich,success,0,False,1,1,1
docs_disabled,alexferl@vyper__a0a6ea7f__toml__tomlkit,toml,tomlkit,success,0,False,11,11,11
docs_disabled,alpden550@encrypt-decrypt-fields__a0029320__sqlalchemy__sqlobject,sqlalchemy,sqlobject,success,0,False,2,2,2
docs_disabled,alpden550@encrypt-decrypt-fields__a0029320__sqlalchemy__tortoise-orm,sqlalchemy,tortoise-orm,success,0,False,1,1,1
docs_disabled,andreax79@python-securid__ca333b8c__cryptography__pycryptodome,cryptography,pycryptodome,success,0,False,1,1,1
docs_disabled,andreroggeri@pynubank__3a35d906__colorama__termcolor,colorama,termcolor,success,0,False,1,1,1
docs_disabled,andreroggeri@pynubank__3a35d906__requests__treq,requests,treq,success,0,False,2,2,2
docs_disabled,ankane@mapkick.py__7d625d80__flask__bottle,flask,bottle,success,0,False,1,1,1
docs_disabled,ankane@mapkick.py__7d625d80__flask__cherrypy,flask,cherrypy,success,0,False,1,1,1
docs_disabled,ankane@mapkick.py__7d625d80__flask__fastapi,flask,fastapi,success,0,False,1,1,1
docs_disabled,ankane@mapkick.py__7d625d80__flask__sanic,flask,sanic,success,0,False,1,1,1
docs_disabled,ankane@mapkick.py__7d625d80__flask__tornado,flask,tornado,success,0,False,1,1,1
docs_disabled,apple@app-store-server-library-python__1202058d__httpx__aiohttp,httpx,aiohttp,success,0,False,2,2,2
docs_disabled,apple@app-store-server-library-python__1202058d__httpx__requests,httpx,requests,success,0,False,1,1,1
docs_disabled,apple@app-store-server-library-python__1202058d__httpx__urllib3,httpx,urllib3,success,0,False,3,3,3
docs_disabled,astelmach01@tinylang__7ea9f90f__python-dotenv__dynaconf,python-dotenv,dynaconf,success,0,False,1,1,1
docs_disabled,avast@ep-stats__95f8d93e__fastapi__sanic,fastapi,sanic,success,0,False,9,9,9
docs_disabled,beancount@beanquery__51ad2619__click__plac,click,plac,success,0,False,2,2,2
docs_disabled,bellshade@openseries__59b7a6d7__colorama__termcolor,colorama,termcolor,success,0,False,1,1,1
docs_disabled,blackrock@ingen__a6977a33__aiohttp__httpx,aiohttp,httpx,success,0,False,9,9,9
docs_disabled,blingenf@copydetect__ba072818__jinja2__mako,jinja2,mako,success,0,False,2,2,2
docs_disabled,blingenf@copydetect__ba072818__pygments__rich,pygments,rich,success,0,False,2,2,2
docs_disabled,blingenf@copydetect__ba072818__tqdm__progressbar2,tqdm,progressbar2,success,0,False,1,1,1
docs_disabled,blockchain-technology-lab@consensus-decentralization__f6dbfbbf__matplotlib__plotly,matplotlib,plotly,success,0,False,1,1,1
docs_disabled,blurstudio@hab__177503df__pygments__rich,pygments,rich,success,0,False,1,1,1
docs_disabled,bormando@selenium-tools__52667925__urllib3__aiohttp,urllib3,aiohttp,success,0,False,1,1,1
docs_disabled,bormando@selenium-tools__52667925__urllib3__httpx,urllib3,httpx,success,0,False,2,2,2
docs_disabled,capitalone@edgetest__dfc8b73c__click__plac,click,plac,success,0,False,3,3,3
docs_disabled,capitalone@edgetest__dfc8b73c__click__typer,click,typer,success,0,False,2,2,2
docs_disabled,capitalone@edgetest__dfc8b73c__tabulate__prettytable,tabulate,prettytable,success,0,False,4,4,4
docs_disabled,capitalone@edgetest__dfc8b73c__tabulate__rich,tabulate,rich,success,0,False,2,2,2
docs_disabled,chrispappalardo@eparse__6f799d21__click__typer,click,typer,success,0,False,4,4,4
docs_disabled,cmccomb@trussme__0c7316cf__matplotlib__plotly,matplotlib,plotly,success,0,False,5,5,5
docs_disabled,cordada@lib-cl-sii-python__d750fe31__jsonschema__cerberus,jsonschema,cerberus,success,0,False,9,9,9
docs_disabled,cskorpion@vmprof-firefox-converter__e1f6bb79__flask__bottle,flask,bottle,success,0,False,2,2,2
docs_disabled,cskorpion@vmprof-firefox-converter__e1f6bb79__flask__cherrypy,flask,cherrypy,success,0,False,1,1,1
docs_disabled,cskorpion@vmprof-firefox-converter__e1f6bb79__flask__fastapi,flask,fastapi,success,0,False,1,1,1
docs_disabled,cskorpion@vmprof-firefox-converter__e1f6bb79__flask__sanic,flask,sanic,success,0,False,1,1,1
docs_disabled,cskorpion@vmprof-firefox-converter__e1f6bb79__flask__tornado,flask,tornado,success,0,False,1,1,1
docs_disabled,d-rickyy-b@pastepwn__cde6e968__requests__httpx,requests,httpx,success,0,False,2,2,2
docs_disabled,dave-howard@vsdx__ca31a2c9__jinja2__mako,jinja2,mako,success,0,False,2,2,2
docs_disabled,david96182@ninjemail__2a52a8cc__toml__tomlkit,toml,tomlkit,success,0,False,1,1,1
docs_disabled,dell@python-powerflex__d590af9d__requests__urllib3,requests,urllib3,success,0,False,1,1,1
docs_disabled,dknowles2@pyschlage__5c48dcd0__requests__pycurl,requests,pycurl,success,0,False,6,6,6
docs_disabled,dmtf@redfish-protocol-validator__e2f28669__colorama__rich,colorama,rich,success,0,False,11,11,11
docs_disabled,duo-labs@py_webauthn__42537f58__cryptography__pycryptodome,cryptography,pycryptodome,success,0,False,8,8,8
docs_disabled,dwave-examples@3d-bin-packing__abb0ebd3__tabulate__rich,tabulate,rich,failed,0,False,,21,21
docs_disabled,electronic-mango@simple-justwatch-python-api__5524c491__httpx__aiohttp,httpx,aiohttp,success,0,False,4,4,4
docs_disabled,electronic-mango@simple-justwatch-python-api__5524c491__httpx__requests,httpx,requests,success,0,False,2,2,2
docs_disabled,evanp@ap__90969daf__tabulate__prettytable,tabulate,prettytable,success,0,False,1,1,1
docs_disabled,eyeseast@python-frontmatter__025a94c2__toml__tomlkit,toml,tomlkit,success,0,False,1,1,1
docs_disabled,fidelity@selective__7e07abc8__seaborn__altair,seaborn,altair,timeout,-15,True,,1,0
docs_disabled,fidelity@selective__7e07abc8__seaborn__plotly,seaborn,plotly,timeout,-15,True,,1,0
docs_disabled,ful1e5@clickgen__ce70d07a__toml__tomli,toml,tomli,success,0,False,1,1,1
docs_disabled,getpatchwork@git-pw__02c38bef__tabulate__prettytable,tabulate,prettytable,success,0,False,12,12,12
docs_disabled,getpatchwork@git-pw__02c38bef__tabulate__rich,tabulate,rich,success,0,False,6,6,6
docs_disabled,git-shogg@finsec__e64e34a9__beautifulsoup4__pyquery,beautifulsoup4,pyquery,success,0,False,4,4,4
docs_disabled,git-shogg@finsec__e64e34a9__requests__httpx,requests,httpx,success,0,False,1,1,1
docs_disabled,github@automatic-contrib-prs__3c357a2e__python-dotenv__dynaconf,python-dotenv,dynaconf,success,0,False,1,1,1
docs_disabled,github@contributors__107543a7__python-dotenv__environs,python-dotenv,environs,success,0,False,1,1,1
docs_disabled,github@issue-metrics__44877577__python-dotenv__dynaconf,python-dotenv,dynaconf,success,0,False,1,1,1
docs_disabled,github@issue-metrics__44877577__python-dotenv__environs,python-dotenv,environs,success,0,False,5,5,5
docs_disabled,giuliorossetti@ash__1106b609__matplotlib__seaborn,matplotlib,seaborn,success,0,False,2,2,2
docs_disabled,giuliorossetti@ash__1106b609__seaborn__altair,seaborn,altair,success,0,False,2,2,2
docs_disabled,giuliorossetti@ash__1106b609__seaborn__plotly,seaborn,plotly,success,0,False,2,2,2
docs_disabled,giuliorossetti@cdlib__c7e09398__seaborn__plotly,seaborn,plotly,success,0,False,1,1,1
docs_disabled,glassonion1@anonypy__2a172285__matplotlib__plotly,matplotlib,plotly,success,0,False,1,1,1
docs_disabled,glassonion1@anonypy__2a172285__matplotlib__seaborn,matplotlib,seaborn,success,0,False,1,1,1
docs_disabled,growthbook@growthbook-python__699fba51__urllib3__requests,urllib3,requests,success,0,False,8,8,8
docs_disabled,gugarosa@opytimizer__e050d12f__matplotlib__altair,matplotlib,altair,success,0,False,14,14,14
docs_disabled,gugarosa@opytimizer__e050d12f__tqdm__alive-progress,tqdm,alive-progress,success,0,False,2,2,2
docs_disabled,heavenshell@py-doq__75acafb9__toml__tomli,toml,tomli,success,0,False,1,1,1
docs_disabled,hwonyo@naver_talk_sdk__bf64ca59__requests__requests_futures,requests,requests_futures,success,0,False,1,1,1
docs_disabled,icon-project@icon-sdk-python__50c75a50__requests__httpx,requests,httpx,success,0,False,5,5,5
docs_disabled,icon-project@icon-sdk-python__50c75a50__requests__treq,requests,treq,timeout,-15,True,,7,6
docs_disabled,infomaniak@certbot-dns-infomaniak__33519931__requests__requests_futures,requests,requests_futures,success,0,False,1,1,1
docs_disabled,internetarchive@openlibrary-client__7e45d512__jsonschema__cerberus,jsonschema,cerberus,failed,0,False,,3,3
docs_disabled,internetarchive@openlibrary-client__7e45d512__requests__aiohttp,requests,aiohttp,success,0,False,5,5,5
docs_disabled,invinet@python-en16931__5e3a4a6c__requests__pycurl,requests,pycurl,success,0,False,1,1,1
docs_disabled,ioggstream@draft-polli-restapi-ld-keywords__f2cb1952__jsonschema__cerberus,jsonschema,cerberus,success,0,False,1,1,1
docs_disabled,julian@venvs__71ef4365__attrs__cattrs,attrs,cattrs,success,0,False,2,2,2
docs_disabled,julian@venvs__71ef4365__tqdm__progressbar2,tqdm,progressbar2,success,0,False,1,1,1
docs_disabled,junah201@atcoder-readme-stats__c41ed032__beautifulsoup4__pyquery,beautifulsoup4,pyquery,success,0,False,2,2,2
docs_disabled,junah201@atcoder-readme-stats__c41ed032__requests__requests_futures,requests,requests_futures,success,0,False,1,1,1
docs_disabled,k1m0ch1@bibit__9ae395ed__urllib3__httpx,urllib3,httpx,noop,0,False,,0,0
docs_disabled,kmjennison@dfp-prebid-setup__280eba17__colorama__termcolor,colorama,termcolor,success,0,False,1,1,1
docs_disabled,knovichikhin@pyemv__d7df75c3__cryptography__pycryptodome,cryptography,pycryptodome,success,0,False,12,12,12
docs_disabled,lipoja@urlextract__3dec042b__filelock__portalocker,filelock,portalocker,success,0,False,1,1,1
docs_disabled,lukasschwab@arxiv.py__a1180d0e__requests__urllib3,requests,urllib3,success,0,False,8,8,8
docs_disabled,martin-majlis@wikipedia-api__a58db566__requests__pycurl,requests,pycurl,success,0,False,2,2,2
docs_disabled,medialab@casanova__38b9a281__urllib3__aiohttp,urllib3,aiohttp,success,0,False,3,3,3
docs_disabled,microsoft@knack__b1164b57__pygments__rich,pygments,rich,success,0,False,1,1,1
docs_disabled,miguelgrinberg@microblog-api__e250d711__click__plac,click,plac,success,0,False,1,1,1
docs_disabled,miguelgrinberg@microblog-api__e250d711__click__typer,click,typer,success,0,False,1,1,1
docs_disabled,miguelgrinberg@microblog-api__e250d711__flask__bottle,flask,bottle,success,0,False,1,1,1
docs_disabled,miguelgrinberg@microblog-api__e250d711__flask__cherrypy,flask,cherrypy,success,0,False,1,1,1
docs_disabled,miguelgrinberg@microblog-api__e250d711__flask__fastapi,flask,fastapi,success,0,False,2,2,2
docs_disabled,miguelgrinberg@microblog-api__e250d711__flask__sanic,flask,sanic,success,0,False,2,2,2
docs_disabled,miguelgrinberg@microblog-api__e250d711__flask__tornado,flask,tornado,success,0,False,2,2,2
docs_disabled,miguelgrinberg@microblog-api__e250d711__python-dotenv__environs,python-dotenv,environs,failed,0,False,,21,21
docs_disabled,miguelgrinberg@microblog-api__e250d711__requests__treq,requests,treq,failed,0,False,,21,21
docs_disabled,mindsdb@mindsdb_sql__5a7cf55c__sqlalchemy__sqlobject,sqlalchemy,sqlobject,success,0,False,2,2,2
docs_disabled,mindsdb@mindsdb_sql__5a7cf55c__sqlalchemy__tortoise-orm,sqlalchemy,tortoise-orm,success,0,False,2,2,2
docs_disabled,natcap@taskgraph__3f256c6a__importlib-metadata__setuptools,importlib-metadata,setuptools,success,0,False,1,1,1
docs_disabled,omadson@fuzzy-c-means__c1195969__tqdm__alive-progress,tqdm,alive-progress,success,0,False,1,1,1
docs_disabled,opendilab@di-toolkit__8d728a42__seaborn__altair,seaborn,altair,success,0,False,1,1,1
docs_disabled,opendilab@di-toolkit__8d728a42__tqdm__alive-progress,tqdm,alive-progress,success,0,False,2,2,2
docs_disabled,opendilab@di-toolkit__8d728a42__tqdm__progressbar2,tqdm,progressbar2,success,0,False,2,2,2
docs_disabled,ornl@tx2__ce713605__matplotlib__altair,matplotlib,altair,success,0,False,1,1,1
docs_disabled,ozgurkara@fastapi-pydiator__7d70a90a__fastapi__sanic,fastapi,sanic,failed,2,False,,1,0
docs_disabled,pelagicore@qface__4a77e9aa__jinja2__mako,jinja2,mako,failed,0,False,,21,21
docs_disabled,pittcsc@pittapi__275fb928__beautifulsoup4__pyquery,beautifulsoup4,pyquery,failed,0,False,,21,21
